narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_label,duration_frames
P01_108_33,P01,P01_108,00:01:16.350,00:01:16.01,00:01:16.61,3800,3830,pick up wok,pick-up,0,wok,5,['wok'],[5],pick-up wok,31
P01_108_34,P01,P01_108,00:01:18.101,00:01:18.24,00:01:19.89,3911,3994,pick up pans,pick-up,0,pan,5,['pan'],[5],pick-up pan,84
P01_108_35,P01,P01_108,00:01:20.100,00:01:20.54,00:01:22.10,4026,4105,put pans onto wok,put-onto,1,pan,5,"['pan', 'wok']","[5, 5]",put-onto pan,80
P01_108_36,P01,P01_108,00:01:20.851,00:01:19.20,00:01:21.99,3960,4099,put pans into cupboard,put-into,5,pan,5,"['pan', 'cupboard']","[5, 3]",put-into pan,140
P01_108_37,P01,P01_108,00:01:22.850,00:01:22.39,00:01:23.44,4119,4172,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,54
P01_108_38,P01,P01_108,00:01:25.600,00:01:25.05,00:01:26.19,4252,4309,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],pick-up bowl,58
P01_108_39,P01,P01_108,00:01:27.352,00:01:27.04,00:01:27.89,4352,4394,open cupboard,open,3,cupboard,3,['cupboard'],[3],open cupboard,43
P01_108_4,P01,P01_108,00:00:11.615,00:00:08.97,00:00:12.01,448,600,unfold tea towel,unfold,39,towel:tea,52,['towel:tea'],[52],unfold towel:tea,153
P01_108_40,P01,P01_108,00:01:28.350,00:01:28.04,00:01:29.79,4402,4489,put bowl into cupboard,put-into,5,bowl,7,"['bowl', 'cupboard']","[7, 3]",put-into bowl,88
P01_108_41,P01,P01_108,00:01:30.353,00:01:29.94,00:01:30.54,4497,4527,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,31
P01_108_42,P01,P01_108,00:01:30.850,00:01:30.93,00:01:32.37,4546,4618,pick up pan,pick-up,0,pan,5,['pan'],[5],pick-up pan,73
P01_108_43,P01,P01_108,00:01:32.600,00:01:32.76,00:01:34.20,4638,4710,open cupboard,open,3,cupboard,3,['cupboard'],[3],open cupboard,73
P01_108_44,P01,P01_108,00:01:36.100,00:01:35.89,00:01:36.84,4794,4842,pick up pans,pick-up,0,pan,5,['pan'],[5],pick-up pan,49
P01_108_45,P01,P01_108,00:01:37.111,00:01:36.92,00:01:38.67,4846,4933,put pans onto pan,put-onto,1,pan,5,"['pan', 'pan']","[5, 5]",put-onto pan,88
P01_108_46,P01,P01_108,00:01:37.601,00:01:35.76,00:01:38.25,4788,4912,put down pans,put-down,1,pan,5,['pan'],[5],put-down pan,125
P01_108_47,P01,P01_108,00:01:39.101,00:01:38.23,00:01:40.16,4911,5008,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,98
P01_108_48,P01,P01_108,00:01:41.350,00:01:40.99,00:01:41.71,5049,5085,pick up cup,pick-up,0,cup,13,['cup'],[13],pick-up cup,37
P01_108_49,P01,P01_108,00:01:42.601,00:01:42.11,00:01:44.61,5105,5230,pour washing liquid into cup,pour-into,9,liquid:washing,22,"['liquid:washing', 'cup']","[22, 13]",pour-into liquid:washing,126
P01_108_5,P01,P01_108,00:00:12.600,00:00:12.72,00:00:18.39,636,919,fold tea towel,fold,28,towel:tea,52,['towel:tea'],[52],fold towel:tea,284
P01_108_50,P01,P01_108,00:01:45.352,00:01:45.04,00:01:45.91,5252,5295,turn on tap,turn-on,6,tap,0,['tap'],[0],turn-on tap,44
P01_108_51,P01,P01_108,00:01:46.601,00:01:46.91,00:01:52.75,5345,5637,stir spoon,stir,10,spoon,1,['spoon'],[1],stir spoon,293
P01_108_52,P01,P01_108,00:01:51.350,00:01:51.40,00:01:51.95,5570,5597,move drying rack,move,11,rack:drying,110,['rack:drying'],[110],move rack:drying,28
P01_108_53,P01,P01_108,00:01:52.351,00:01:52.31,00:01:54.75,5615,5737,rinse spoon,rinse,2,spoon,1,['spoon'],[1],rinse spoon,123
P01_108_54,P01,P01_108,00:01:55.102,00:01:54.78,00:01:55.86,5739,5793,put spoon onto rack,put-onto,1,spoon,1,"['spoon', 'rack']","[1, 110]",put-onto spoon,55
P01_108_55,P01,P01_108,00:01:56.102,00:01:55.89,00:01:57.33,5794,5866,pick up cup,pick-up,0,cup,13,['cup'],[13],pick-up cup,73
P01_108_56,P01,P01_108,00:01:56.606,00:01:56.14,00:02:00.08,5807,6004,rinse cup,rinse,2,cup,13,['cup'],[13],rinse cup,198
P01_108_57,P01,P01_108,00:02:00.602,00:02:00.18,00:02:01.15,6009,6057,empty cup,empty,20,cup,13,['cup'],[13],empty cup,49
P01_108_58,P01,P01_108,00:02:01.602,00:02:01.24,00:02:04.11,6062,6205,rinse cup,rinse,2,cup,13,['cup'],[13],rinse cup,144
P01_108_59,P01,P01_108,00:02:04.602,00:02:04.21,00:02:05.14,6210,6257,empty cup,empty,20,cup,13,['cup'],[13],empty cup,48
P01_108_6,P01,P01_108,00:00:18.850,00:00:18.50,00:00:19.50,925,975,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,51
P01_108_60,P01,P01_108,00:02:08.102,00:02:07.83,00:02:08.89,6391,6444,put cup onto rack,put-onto,1,cup,13,"['cup', 'rack']","[13, 110]",put-onto cup,54
P01_108_61,P01,P01_108,00:02:09.356,00:02:09.07,00:02:09.69,6453,6484,rinse hands,rinse,2,hand,11,['hand'],[11],rinse hand,32
P01_108_62,P01,P01_108,00:02:10.100,00:02:09.91,00:02:10.39,6495,6519,turn off tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,25
P01_108_63,P01,P01_108,00:02:12.850,00:02:12.50,00:02:14.08,6625,6704,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],pick-up cloth,80
P01_108_64,P01,P01_108,00:02:14.610,00:02:14.18,00:02:17.87,6709,6893,dry hands,dry,14,hand,11,['hand'],[11],dry hand,185
P01_108_65,P01,P01_108,00:02:18.101,00:02:17.61,00:02:18.62,6880,6931,put down cloth,put-down,1,cloth,17,['cloth'],[17],put-down cloth,52
P01_108_7,P01,P01_108,00:00:19.600,00:00:19.60,00:00:19.89,980,994,put tea towel into drawer,put-into,5,towel:tea,52,"['towel:tea', 'drawer']","[52, 8]",put-into towel:tea,15
P01_108_8,P01,P01_108,00:00:19.855,00:00:19.95,00:00:20.65,997,1032,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,36
P01_108_9,P01,P01_108,00:00:22.350,00:00:22.33,00:00:23.10,1116,1155,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18],pick-up board:cutting,40
P01_109_0,P01,P01_109,00:00:01.607,00:00:01.58,00:00:02.52,79,126,grab rucksack,grab,0,rucksack,235,['rucksack'],[235],grab rucksack,48
P01_109_1,P01,P01_109,00:00:02.853,00:00:03.06,00:00:04.53,153,226,open rucksack,open,3,rucksack,235,['rucksack'],[235],open rucksack,74
P01_109_10,P01,P01_109,00:00:15.100,00:00:14.76,00:00:16.91,738,845,pick up beers,pick-up,0,beer,231,['beer'],[231],pick-up beer,108
P01_109_100,P01,P01_109,00:05:22.350,00:05:22.29,00:05:23.12,16114,16156,put down potato,put-down,1,potato,30,['potato'],[30],put-down potato,43
P01_109_101,P01,P01_109,00:05:23.100,00:05:23.22,00:05:24.78,16161,16238,adjust peeler blade,adjust,17,blade:peeler,4,['blade:peeler'],[4],adjust blade:peeler,78
P01_109_102,P01,P01_109,00:05:24.608,00:05:24.70,00:05:25.63,16235,16281,pick up potato,pick-up,0,potato,30,['potato'],[30],pick-up potato,47
P01_109_103,P01,P01_109,00:05:25.600,00:05:25.41,00:05:27.11,16270,16355,peel potato,peel,19,potato,30,['potato'],[30],peel potato,86
P01_109_104,P01,P01_109,00:05:27.350,00:05:27.48,00:05:27.76,16374,16388,put down potato,put-down,1,potato,30,['potato'],[30],put-down potato,15
P01_109_105,P01,P01_109,00:05:28.110,00:05:27.88,00:05:36.98,16394,16849,adjust peeler blade,adjust,17,blade:peeler,4,['blade:peeler'],[4],adjust blade:peeler,456
P01_109_106,P01,P01_109,00:05:37.100,00:05:37.06,00:05:38.11,16853,16905,pick up potato,pick-up,0,potato,30,['potato'],[30],pick-up potato,53
P01_109_107,P01,P01_109,00:05:38.851,00:05:38.29,00:05:39.01,16914,16950,put down peeler,put-down,1,peeler,87,['peeler'],[87],put-down peeler,37
P01_109_108,P01,P01_109,00:05:39.100,00:05:38.77,00:05:39.27,16938,16963,put down potato,put-down,1,potato,30,['potato'],[30],put-down potato,26
P01_109_109,P01,P01_109,00:05:39.350,00:05:39.30,00:05:40.02,16965,17001,pick up knife,pick-up,0,knife,4,['knife'],[4],pick-up knife,37
P01_109_11,P01,P01_109,00:00:17.601,00:00:17.52,00:00:20.44,876,1022,open freezer,open,3,freezer,113,['freezer'],[113],open freezer,147
P01_109_110,P01,P01_109,00:05:40.350,00:05:39.76,00:05:41.78,16988,17089,slice potato,slice,7,potato,30,['potato'],[30],slice potato,102
P01_109_111,P01,P01_109,00:05:43.850,00:05:41.86,00:05:44.53,17093,17226,remove potato bit from knife,remove-from,12,bit:potato,30,"['bit:potato', 'knife']","[30, 4]",remove-from bit:potato,134
P01_109_112,P01,P01_109,00:05:45.350,00:05:44.09,00:05:47.67,17204,17383,slice potato,slice,7,potato,30,['potato'],[30],slice potato,180
P01_109_113,P01,P01_109,00:05:48.350,00:05:47.61,00:05:48.95,17380,17447,remove potato slice from knife,remove-from,12,slice:potato,30,"['slice:potato', 'knife']","[30, 4]",remove-from slice:potato,68
P01_109_114,P01,P01_109,00:05:49.350,00:05:49.42,00:05:51.36,17471,17568,slice potato,slice,7,potato,30,['potato'],[30],slice potato,98
P01_109_115,P01,P01_109,00:05:51.850,00:05:51.46,00:05:52.83,17573,17641,remove potato from knife,remove-from,12,potato,30,"['potato', 'knife']","[30, 4]",remove-from potato,69
P01_109_116,P01,P01_109,00:05:53.600,00:05:53.90,00:06:15.24,17695,18762,slice potato,slice,7,potato,30,['potato'],[30],slice potato,1068
P01_109_117,P01,P01_109,00:06:15.600,00:06:15.29,00:06:16.11,18764,18805,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,42
P01_109_118,P01,P01_109,00:06:15.850,00:06:15.84,00:06:17.32,18792,18866,pick up potato slices,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,75
P01_109_119,P01,P01_109,00:06:16.600,00:06:16.74,00:06:18.79,18837,18939,put down potato slices,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,103
P01_109_12,P01,P01_109,00:00:20.601,00:00:20.91,00:00:22.46,1045,1123,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,79
P01_109_120,P01,P01_109,00:06:19.600,00:06:19.42,00:06:20.32,18971,19016,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,46
P01_109_121,P01,P01_109,00:06:20.363,00:06:20.29,00:06:22.79,19014,19139,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,126
P01_109_122,P01,P01_109,00:06:20.601,00:06:22.85,00:06:23.46,19142,19173,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,32
P01_109_123,P01,P01_109,00:06:21.850,00:06:22.19,00:06:24.87,19109,19243,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,135
P01_109_124,P01,P01_109,00:06:22.600,00:06:25.40,00:06:26.05,19270,19302,pick up potato slices,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,33
P01_109_125,P01,P01_109,00:06:23.350,00:06:25.89,00:06:27.51,19294,19375,put down potato slices,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,82
P01_109_126,P01,P01_109,00:06:25.100,00:06:27.39,00:06:29.16,19369,19458,pick up potato slices,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,90
P01_109_127,P01,P01_109,00:06:26.100,00:06:29.19,00:06:30.69,19459,19534,put down potato slices,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,76
P01_109_128,P01,P01_109,00:06:28.350,00:06:27.94,00:06:29.10,19397,19455,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,59
P01_109_129,P01,P01_109,00:06:29.115,00:06:29.08,00:06:30.64,19454,19532,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,79
P01_109_13,P01,P01_109,00:00:22.601,00:00:22.78,00:00:27.06,1139,1353,put beer into drawer,put-into,5,beer,231,"['beer', 'drawer']","[231, 8]",put-into beer,215
P01_109_130,P01,P01_109,00:06:31.850,00:06:31.73,00:06:33.27,19586,19663,pick up potato,pick-up,0,potato,30,['potato'],[30],pick-up potato,78
P01_109_131,P01,P01_109,00:06:33.606,00:06:33.32,00:06:34.49,19666,19724,pick up peeler,pick-up,0,peeler,87,['peeler'],[87],pick-up peeler,59
P01_109_132,P01,P01_109,00:06:34.850,00:06:34.55,00:07:16.06,19727,21803,peel potato,peel,19,potato,30,['potato'],[30],peel potato,2077
P01_109_133,P01,P01_109,00:07:16.350,00:07:16.33,00:07:16.65,21816,21832,put down peeler,put-down,1,peeler,87,['peeler'],[87],put-down peeler,17
P01_109_134,P01,P01_109,00:07:17.850,00:07:16.63,00:07:18.93,21831,21946,wipe hand,wipe,2,hand,11,['hand'],[11],wipe hand,116
P01_109_135,P01,P01_109,00:07:18.601,00:07:18.98,00:07:19.50,21949,21975,put down potato,put-down,1,potato,30,['potato'],[30],put-down potato,27
P01_109_136,P01,P01_109,00:07:18.850,00:07:18.95,00:07:19.39,21947,21969,pick up knife,pick-up,0,knife,4,['knife'],[4],pick-up knife,23
P01_109_137,P01,P01_109,00:07:19.850,00:07:19.49,00:07:29.95,21974,22497,slice potato,slice,7,potato,30,['potato'],[30],slice potato,524
P01_109_138,P01,P01_109,00:07:37.851,00:07:38.00,00:07:38.80,22900,22940,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,41
P01_109_139,P01,P01_109,00:07:38.600,00:07:38.55,00:07:39.35,22927,22967,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,41
P01_109_14,P01,P01_109,00:00:24.851,00:00:24.61,00:00:25.66,1230,1283,put beer into drawer,put-into,5,beer,231,"['beer', 'drawer']","[231, 8]",put-into beer,54
P01_109_140,P01,P01_109,00:07:39.351,00:07:39.24,00:07:39.66,22962,22983,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,22
P01_109_141,P01,P01_109,00:07:40.101,00:07:40.00,00:07:40.95,23000,23047,pick up potato slices,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,48
P01_109_142,P01,P01_109,00:07:40.850,00:07:40.95,00:07:41.40,23047,23070,put down potato slices,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,24
P01_109_143,P01,P01_109,00:07:42.601,00:07:41.50,00:07:41.95,23075,23097,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,23
P01_109_144,P01,P01_109,00:07:43.850,00:07:42.15,00:07:42.44,23107,23122,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,16
P01_109_145,P01,P01_109,00:07:44.100,00:07:44.11,00:07:44.94,23205,23247,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,43
P01_109_146,P01,P01_109,00:07:45.100,00:07:44.98,00:07:45.74,23249,23287,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,39
P01_109_147,P01,P01_109,00:07:45.850,00:07:45.84,00:07:46.47,23292,23323,pick up potato slices,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,32
P01_109_148,P01,P01_109,00:07:46.600,00:07:45.21,00:07:45.67,23260,23283,put down potato slices,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,24
P01_109_149,P01,P01_109,00:07:49.100,00:07:46.10,00:07:46.60,23305,23330,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,26
P01_109_15,P01,P01_109,00:00:25.851,00:00:25.96,00:00:26.71,1298,1335,put beer into drawer,put-into,5,beer,231,"['beer', 'drawer']","[231, 8]",put-into beer,38
P01_109_150,P01,P01_109,00:07:49.850,00:07:46.55,00:07:47.80,23327,23390,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,64
P01_109_151,P01,P01_109,00:07:50.850,00:07:49.12,00:07:49.65,23456,23482,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,27
P01_109_152,P01,P01_109,00:07:51.351,00:07:51.39,00:07:51.90,23569,23595,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,27
P01_109_153,P01,P01_109,00:07:52.100,00:07:52.49,00:07:53.09,23624,23654,pick up potato slices,pick-up,0,slice:potato,30,['slice:potato'],[30],pick-up slice:potato,31
P01_109_154,P01,P01_109,00:07:53.106,00:07:51.10,00:07:51.70,23555,23585,put down potato slices,put-down,1,slice:potato,30,['slice:potato'],[30],put-down slice:potato,31
P01_109_155,P01,P01_109,00:07:56.350,00:07:56.00,00:07:57.54,23800,23877,pick up pan,pick-up,0,pan,5,['pan'],[5],pick-up pan,78
P01_109_156,P01,P01_109,00:07:57.600,00:07:57.35,00:07:58.60,23867,23930,put down pan,put-down,1,pan,5,['pan'],[5],put-down pan,64
P01_109_157,P01,P01_109,00:07:59.600,00:07:59.39,00:07:59.94,23969,23997,move knife,move,11,knife,4,['knife'],[4],move knife,29
P01_109_158,P01,P01_109,00:08:00.350,00:08:00.09,00:08:01.04,24004,24052,pick up peeler,pick-up,0,peeler,87,['peeler'],[87],pick-up peeler,49
P01_109_159,P01,P01_109,00:08:01.100,00:08:00.98,00:08:02.04,24049,24102,put down peeler,put-down,1,peeler,87,['peeler'],[87],put-down peeler,54
P01_109_16,P01,P01_109,00:00:26.851,00:00:26.91,00:00:28.03,1345,1401,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,57
P01_109_160,P01,P01_109,00:08:03.851,00:08:02.58,00:08:04.69,24129,24234,turn on tap,turn-on,6,tap,0,['tap'],[0],turn-on tap,106
P01_109_161,P01,P01_109,00:08:04.600,00:08:04.17,00:08:06.41,24208,24320,rinse hands,rinse,2,hand,11,['hand'],[11],rinse hand,113
P01_109_162,P01,P01_109,00:08:06.350,00:08:05.76,00:08:06.90,24288,24345,turn off tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,58
P01_109_163,P01,P01_109,00:08:07.100,00:08:06.66,00:08:08.06,24333,24403,shake hands,shake,15,hand,11,['hand'],[11],shake hand,71
P01_109_164,P01,P01_109,00:08:08.350,00:08:08.12,00:08:09.01,24406,24450,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],pick-up cloth,45
P01_109_165,P01,P01_109,00:08:09.350,00:08:08.92,00:08:16.63,24446,24831,dry hands,dry,14,hand,11,['hand'],[11],dry hand,386
P01_109_166,P01,P01_109,00:08:16.851,00:08:16.85,00:08:17.27,24842,24863,put down cloth,put-down,1,cloth,17,['cloth'],[17],put-down cloth,22
P01_109_167,P01,P01_109,00:08:19.106,00:08:18.89,00:08:21.77,24944,25088,move potatoes,move,11,potato,30,['potato'],[30],move potato,145
P01_109_168,P01,P01_109,00:08:23.362,00:08:23.50,00:08:24.07,25175,25203,pick up olive oil,pick-up,0,oil:olive,31,['oil:olive'],[31],pick-up oil:olive,29
P01_109_169,P01,P01_109,00:08:24.862,00:08:24.73,00:08:25.92,25236,25296,open bottle,open,3,bottle,15,['bottle'],[15],open bottle,61
P01_109_17,P01,P01_109,00:00:28.363,00:00:28.38,00:00:29.29,1419,1464,close freezer,close,4,freezer,113,['freezer'],[113],close freezer,46
P01_109_170,P01,P01_109,00:08:26.114,00:08:25.93,00:08:34.59,25296,25729,pour oil,pour,9,oil,31,['oil'],[31],pour oil,434
P01_109_171,P01,P01_109,00:08:34.850,00:08:34.69,00:08:37.29,25734,25864,close bottle,close,4,bottle,15,['bottle'],[15],close bottle,131
P01_109_172,P01,P01_109,00:08:37.359,00:08:37.70,00:08:38.31,25885,25915,put down bottle,put-down,1,bottle,15,['bottle'],[15],put-down bottle,31
P01_109_173,P01,P01_109,00:08:38.850,00:08:38.54,00:08:41.96,25927,26098,turn on hob,turn-on,6,hob,24,['hob'],[24],turn-on hob,172
P01_109_174,P01,P01_109,00:08:43.600,00:08:43.06,00:08:43.93,26152,26196,pick up knife,pick-up,0,knife,4,['knife'],[4],pick-up knife,45
P01_109_175,P01,P01_109,00:08:43.850,00:08:43.96,00:08:44.60,26198,26230,pick up plate,pick-up,0,plate,2,['plate'],[2],pick-up plate,33
P01_109_176,P01,P01_109,00:08:44.350,00:08:44.49,00:08:45.31,26224,26265,put down plate,put-down,1,plate,2,['plate'],[2],put-down plate,42
P01_109_177,P01,P01_109,00:08:45.351,00:08:45.45,00:08:46.90,26272,26345,move plate,move,11,plate,2,['plate'],[2],move plate,74
P01_109_178,P01,P01_109,00:08:48.350,00:08:46.81,00:08:48.56,26340,26427,turn on light,turn-on,6,light,114,['light'],[114],turn-on light,88
P01_109_179,P01,P01_109,00:08:53.350,00:08:51.16,00:08:54.28,26558,26714,pick up salt,pick-up,0,salt,38,['salt'],[38],pick-up salt,157
P01_109_18,P01,P01_109,00:00:29.601,00:00:29.71,00:00:30.54,1485,1527,pick up rucksack,pick-up,0,rucksack,235,['rucksack'],[235],pick-up rucksack,43
P01_109_180,P01,P01_109,00:08:54.850,00:08:54.41,00:08:55.90,26720,26795,open jar,open,3,jar,40,['jar'],[40],open jar,76
P01_109_181,P01,P01_109,00:08:55.850,00:08:55.88,00:08:56.60,26794,26830,put down lid,put-down,1,lid,6,['lid'],[6],put-down lid,37
P01_109_182,P01,P01_109,00:08:57.350,00:08:56.58,00:09:00.26,26829,27013,scoop salt,scoop,16,salt,38,['salt'],[38],scoop salt,185
P01_109_183,P01,P01_109,00:09:00.606,00:09:00.29,00:09:02.27,27014,27113,sprinkle salt,sprinkle,42,salt,38,['salt'],[38],sprinkle salt,100
P01_109_184,P01,P01_109,00:09:02.851,00:09:02.63,00:09:03.93,27131,27196,scoop salt,scoop,16,salt,38,['salt'],[38],scoop salt,66
P01_109_185,P01,P01_109,00:09:04.100,00:09:04.03,00:09:05.39,27201,27269,sprinkle salt,sprinkle,42,salt,38,['salt'],[38],sprinkle salt,69
P01_109_186,P01,P01_109,00:09:05.850,00:09:05.49,00:09:06.50,27274,27325,scoop salt,scoop,16,salt,38,['salt'],[38],scoop salt,52
P01_109_187,P01,P01_109,00:09:06.851,00:09:06.60,00:09:07.96,27330,27398,sprinkle salt,sprinkle,42,salt,38,['salt'],[38],sprinkle salt,69
P01_109_188,P01,P01_109,00:09:07.606,00:09:07.86,00:09:08.47,27393,27423,put down jar,put-down,1,jar,40,['jar'],[40],put-down jar,31
P01_109_189,P01,P01_109,00:09:08.601,00:09:08.33,00:09:09.34,27416,27467,wipe hands,wipe,2,hand,11,['hand'],[11],wipe hand,52
P01_109_19,P01,P01_109,00:00:33.101,00:00:33.14,00:00:33.98,1657,1698,put down rucksack,put-down,1,rucksack,235,['rucksack'],[235],put-down rucksack,42
P01_109_190,P01,P01_109,00:09:09.852,00:09:10.00,00:09:14.41,27500,27720,move potato skin,move,11,skin:potato,48,['skin:potato'],[48],move skin:potato,221
P01_109_191,P01,P01_109,00:09:10.352,00:09:10.54,00:09:10.94,27527,27547,move cutting board,move,11,board:cutting,18,['board:cutting'],[18],move board:cutting,21
P01_109_192,P01,P01_109,00:09:11.100,00:09:11.64,00:09:14.37,27582,27718,move potato skin,move,11,skin:potato,48,['skin:potato'],[48],move skin:potato,137
P01_109_193,P01,P01_109,00:09:13.100,00:09:13.67,00:09:14.92,27683,27745,pick up potato skin,pick-up,0,skin:potato,48,['skin:potato'],[48],pick-up skin:potato,63
P01_109_194,P01,P01_109,00:09:17.601,00:09:17.79,00:09:18.55,27889,27927,open food bin,open,3,bin:food,36,['bin:food'],[36],open bin:food,39
P01_109_195,P01,P01_109,00:09:18.601,00:09:18.63,00:09:19.15,27931,27957,throw potato skin into bin,throw-into,13,skin:potato,48,"['skin:potato', 'bin']","[48, 36]",throw-into skin:potato,27
P01_109_196,P01,P01_109,00:09:19.861,00:09:19.72,00:09:22.07,27986,28103,compress rubbish,compress,21,rubbish,54,['rubbish'],[54],compress rubbish,118
P01_109_197,P01,P01_109,00:09:23.600,00:09:23.61,00:09:28.80,28180,28439,gather potato skin,gather,63,skin:potato,48,['skin:potato'],[48],gather skin:potato,260
P01_109_198,P01,P01_109,00:09:25.600,00:09:23.63,00:09:24.67,28181,28233,move pot rest,move,11,rest:pot,109,['rest:pot'],[109],move rest:pot,53
P01_109_199,P01,P01_109,00:09:27.100,00:09:25.92,00:09:28.17,28295,28408,gather potato skin,gather,63,skin:potato,48,['skin:potato'],[48],gather skin:potato,114
P01_109_2,P01,P01_109,00:00:05.101,00:00:05.04,00:00:06.39,252,319,pick up eggs,pick-up,0,egg,53,['egg'],[53],pick-up egg,68
P01_109_20,P01,P01_109,00:00:36.851,00:00:36.24,00:00:38.93,1812,1946,close door,close,4,door,3,['door'],[3],close door,135
P01_109_200,P01,P01_109,00:09:28.851,00:09:28.60,00:09:29.62,28430,28481,pick up potato skin,pick-up,0,skin:potato,48,['skin:potato'],[48],pick-up skin:potato,52
P01_109_201,P01,P01_109,00:09:29.601,00:09:29.69,00:09:31.16,28484,28558,gather potato skin,gather,63,skin:potato,48,['skin:potato'],[48],gather skin:potato,75
P01_109_202,P01,P01_109,00:09:32.851,00:09:31.85,00:09:34.53,28592,28726,wipe surface with hand,wipe-with,2,surface,42,"['surface', 'hand']","[42, 11]",wipe-with surface,135
P01_109_203,P01,P01_109,00:09:35.863,00:09:34.69,00:09:39.03,28734,28951,throw potato skin into food bin,throw-into,13,skin:potato,48,"['skin:potato', 'bin:food']","[48, 36]",throw-into skin:potato,218
P01_109_204,P01,P01_109,00:09:39.101,00:09:39.13,00:09:39.95,28956,28997,turn on tap,turn-on,6,tap,0,['tap'],[0],turn-on tap,42
P01_109_205,P01,P01_109,00:09:39.867,00:09:40.01,00:09:41.13,29000,29056,rinse hands,rinse,2,hand,11,['hand'],[11],rinse hand,57
P01_109_206,P01,P01_109,00:09:41.101,00:09:41.05,00:09:41.73,29052,29086,turn off tap,turn-off,8,tap,0,['tap'],[0],turn-off tap,35
P01_109_207,P01,P01_109,00:09:42.850,00:09:42.18,00:09:43.31,29108,29165,shake hands,shake,15,hand,11,['hand'],[11],shake hand,58
P01_109_208,P01,P01_109,00:09:43.600,00:09:43.31,00:09:44.07,29165,29203,close food bin,close,4,bin:food,36,['bin:food'],[36],close bin:food,39
P01_109_209,P01,P01_109,00:09:44.350,00:09:44.38,00:09:44.97,29219,29248,shake hands,shake,15,hand,11,['hand'],[11],shake hand,30
P01_109_21,P01,P01_109,00:00:41.852,00:00:41.69,00:00:42.40,2084,2120,pick up cup,pick-up,0,cup,13,['cup'],[13],pick-up cup,37
P01_109_210,P01,P01_109,00:09:45.361,00:09:45.06,00:09:46.70,29252,29335,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],pick-up cloth,84
P01_109_211,P01,P01_109,00:09:46.351,00:09:46.04,00:09:50.25,29302,29512,dry hands,dry,14,hand,11,['hand'],[11],dry hand,211
P01_109_212,P01,P01_109,00:09:50.851,00:09:50.86,00:09:51.50,29543,29575,put down cloth,put-down,1,cloth,17,['cloth'],[17],put-down cloth,33
